"constituency","Median_Age","Party","election","Classification","Total_Rural_Population","Total_Urban_Population","Total_Population","Higher_Managerial","Lower_Managerial","Intermediate_Occupations","Small_Employers","Lower_Supervisory","Semi_Routine","Routine_Occupations","Never_Worked","Long_Term_Unemployed","Full_Time_Students_Employed","Full_Time_Students_Unemployed","Full_Time_Students_Inactive","overall_weather_std","lib_share","lab_share","oth_share","con_share","mean_environmental_mentions","Total_Students_Count"
"bedford",36," Conservative Party","2010","Predominantly Urban",701,100365,101066,6604,13727,9254,5770,4995,10700,9578,3396,1573,1865,463,2743,16.1413102743222,0.199,0.359,0.053,0.389,1.66666666666667,5071
"bedford",36," Liberal Democrats","2010","Predominantly Urban",701,100365,101066,6604,13727,9254,5770,4995,10700,9578,3396,1573,1865,463,2743,16.1413102743222,0.199,0.359,0.053,0.389,1.66666666666667,5071
"bedford",36," Labour Party","2015","Predominantly Urban",701,100365,101066,6604,13727,9254,5770,4995,10700,9578,3396,1573,1865,463,2743,16.1413102743222,0.042,0.402,0.13,0.426,1.66666666666667,5071
"bedford",36," Liberal Democrats","2015","Predominantly Urban",701,100365,101066,6604,13727,9254,5770,4995,10700,9578,3396,1573,1865,463,2743,16.1413102743222,0.042,0.402,0.13,0.426,1.66666666666667,5071
"bedford",36," UK Independence Party","2015","Predominantly Urban",701,100365,101066,6604,13727,9254,5770,4995,10700,9578,3396,1573,1865,463,2743,16.1413102743222,0.042,0.402,0.13,0.426,1.66666666666667,5071
"bedford",36," Conservative Party","2017","Predominantly Urban",701,100365,101066,6604,13727,9254,5770,4995,10700,9578,3396,1573,1865,463,2743,16.1413102743222,0.059,0.468,0.021,0.452,1.66666666666667,5071
"bedford",36," Labour Party","2017","Predominantly Urban",701,100365,101066,6604,13727,9254,5770,4995,10700,9578,3396,1573,1865,463,2743,16.1413102743222,0.059,0.468,0.021,0.452,1.66666666666667,5071
"bedford",36," Liberal Democrats","2017","Predominantly Urban",701,100365,101066,6604,13727,9254,5770,4995,10700,9578,3396,1573,1865,463,2743,16.1413102743222,0.059,0.468,0.021,0.452,1.66666666666667,5071
"bedford",36," Labour Party","2019","Predominantly Urban",701,100365,101066,6604,13727,9254,5770,4995,10700,9578,3396,1573,1865,463,2743,16.1413102743222,0.097,0.433,0.039,0.43,1.66666666666667,5071
"bedford",36," Conservative Party","2019","Predominantly Urban",701,100365,101066,6604,13727,9254,5770,4995,10700,9578,3396,1573,1865,463,2743,16.1413102743222,0.097,0.433,0.039,0.43,1.66666666666667,5071
"aldershot",36," Liberal Democrats","2017","Predominantly Urban",1615,102307,103922,8273,17370,11947,6216,6241,11219,7662,2027,1060,1335,213,1177,12.3209359421033,0.074,0.316,0.059,0.551,3,2725
"brent central",32," Labour Party","2010","Predominantly Urban",0,137438,137438,7669,17476,10138,12013,5918,12749,11324,9187,2570,3175,1066,5410,4.45981251218765,0.442,0.412,0.034,0.112,3.13636363636364,9651
"brent central",32," Green Party","2010","Predominantly Urban",0,137438,137438,7669,17476,10138,12013,5918,12749,11324,9187,2570,3175,1066,5410,4.45981251218765,0.442,0.412,0.034,0.112,3.13636363636364,9651
"brent central",32," Liberal Democrats","2010","Predominantly Urban",0,137438,137438,7669,17476,10138,12013,5918,12749,11324,9187,2570,3175,1066,5410,4.45981251218765,0.442,0.412,0.034,0.112,3.13636363636364,9651
"brent central",32," Conservative Party","2010","Predominantly Urban",0,137438,137438,7669,17476,10138,12013,5918,12749,11324,9187,2570,3175,1066,5410,4.45981251218765,0.442,0.412,0.034,0.112,3.13636363636364,9651
"brent central",32," UK Independence Party","2015","Predominantly Urban",0,137438,137438,7669,17476,10138,12013,5918,12749,11324,9187,2570,3175,1066,5410,4.45981251218765,0.084,0.621,0.092,0.203,3.13636363636364,9651
"brent central",32," Labour Party","2015","Predominantly Urban",0,137438,137438,7669,17476,10138,12013,5918,12749,11324,9187,2570,3175,1066,5410,4.45981251218765,0.084,0.621,0.092,0.203,3.13636363636364,9651
"brent central",32," Green Party","2015","Predominantly Urban",0,137438,137438,7669,17476,10138,12013,5918,12749,11324,9187,2570,3175,1066,5410,4.45981251218765,0.084,0.621,0.092,0.203,3.13636363636364,9651
"brent central",32," Liberal Democrats","2015","Predominantly Urban",0,137438,137438,7669,17476,10138,12013,5918,12749,11324,9187,2570,3175,1066,5410,4.45981251218765,0.084,0.621,0.092,0.203,3.13636363636364,9651
"brent central",32," Conservative Party","2015","Predominantly Urban",0,137438,137438,7669,17476,10138,12013,5918,12749,11324,9187,2570,3175,1066,5410,4.45981251218765,0.084,0.621,0.092,0.203,3.13636363636364,9651
"brent central",32," Green Party","2017","Predominantly Urban",0,137438,137438,7669,17476,10138,12013,5918,12749,11324,9187,2570,3175,1066,5410,4.45981251218765,0.048,0.731,0.026,0.195,3.13636363636364,9651
"berwick-upon-tweed",47," Liberal Democrats","2010","Predominantly Rural",62453,13265,75718,4926,11800,6271,7320,4624,9351,7022,1426,851,544,83,597,13.3257802656174,0.437,0.132,0.064,0.367,0.5,1224
"berwick-upon-tweed",47," Conservative Party","2010","Predominantly Rural",62453,13265,75718,4926,11800,6271,7320,4624,9351,7022,1426,851,544,83,597,13.3257802656174,0.437,0.132,0.064,0.367,0.5,1224
"berwick-upon-tweed",47," UK Independence Party","2010","Predominantly Rural",62453,13265,75718,4926,11800,6271,7320,4624,9351,7022,1426,851,544,83,597,13.3257802656174,0.437,0.132,0.064,0.367,0.5,1224
"berwick-upon-tweed",47," Labour Party","2010","Predominantly Rural",62453,13265,75718,4926,11800,6271,7320,4624,9351,7022,1426,851,544,83,597,13.3257802656174,0.437,0.132,0.064,0.367,0.5,1224
"berwick-upon-tweed",47," Liberal Democrats","2015","Predominantly Rural",62453,13265,75718,4926,11800,6271,7320,4624,9351,7022,1426,851,544,83,597,13.3257802656174,0.289,0.149,0.151,0.411,0.5,1224
"ashton-under-lyne",39," Conservative Party","2010","Predominantly Urban",358,90126,90484,3784,10649,9905,5520,5554,11881,10155,3023,1382,978,258,1325,13.2666502836162,NA,NA,NA,NA,1.64285714285714,2561
"ashton-under-lyne",39," UK Independence Party","2010","Predominantly Urban",358,90126,90484,3784,10649,9905,5520,5554,11881,10155,3023,1382,978,258,1325,13.2666502836162,NA,NA,NA,NA,1.64285714285714,2561
"ashton-under-lyne",39," Labour Party","2010","Predominantly Urban",358,90126,90484,3784,10649,9905,5520,5554,11881,10155,3023,1382,978,258,1325,13.2666502836162,NA,NA,NA,NA,1.64285714285714,2561
"ashton-under-lyne",39," Liberal Democrats","2010","Predominantly Urban",358,90126,90484,3784,10649,9905,5520,5554,11881,10155,3023,1382,978,258,1325,13.2666502836162,NA,NA,NA,NA,1.64285714285714,2561
"ashton-under-lyne",39," Labour Party","2015","Predominantly Urban",358,90126,90484,3784,10649,9905,5520,5554,11881,10155,3023,1382,978,258,1325,13.2666502836162,NA,NA,NA,NA,1.64285714285714,2561
"ashton-under-lyne",39," Labour Party","2017","Predominantly Urban",358,90126,90484,3784,10649,9905,5520,5554,11881,10155,3023,1382,978,258,1325,13.2666502836162,NA,NA,NA,NA,1.64285714285714,2561
"ashton-under-lyne",39," Conservative Party","2017","Predominantly Urban",358,90126,90484,3784,10649,9905,5520,5554,11881,10155,3023,1382,978,258,1325,13.2666502836162,NA,NA,NA,NA,1.64285714285714,2561
"ashton-under-lyne",39," Green Party","2017","Predominantly Urban",358,90126,90484,3784,10649,9905,5520,5554,11881,10155,3023,1382,978,258,1325,13.2666502836162,NA,NA,NA,NA,1.64285714285714,2561
"ashton-under-lyne",39," UK Independence Party","2017","Predominantly Urban",358,90126,90484,3784,10649,9905,5520,5554,11881,10155,3023,1382,978,258,1325,13.2666502836162,NA,NA,NA,NA,1.64285714285714,2561
"ashton-under-lyne",39," Conservative Party","2019","Predominantly Urban",358,90126,90484,3784,10649,9905,5520,5554,11881,10155,3023,1382,978,258,1325,13.2666502836162,NA,NA,NA,NA,1.64285714285714,2561
"bethnal green and bow",28," Liberal Democrats","2010","Predominantly Urban",0,125351,125351,11563,21280,9044,5842,4616,9000,6559,10830,2407,4248,1477,8826,4.45981251218765,NA,NA,NA,NA,7.14705882352941,14551
"bethnal green and bow",28," Conservative Party","2010","Predominantly Urban",0,125351,125351,11563,21280,9044,5842,4616,9000,6559,10830,2407,4248,1477,8826,4.45981251218765,NA,NA,NA,NA,7.14705882352941,14551
"bethnal green and bow",28," Labour Party","2010","Predominantly Urban",0,125351,125351,11563,21280,9044,5842,4616,9000,6559,10830,2407,4248,1477,8826,4.45981251218765,NA,NA,NA,NA,7.14705882352941,14551
"bethnal green and bow",28," Green Party","2010","Predominantly Urban",0,125351,125351,11563,21280,9044,5842,4616,9000,6559,10830,2407,4248,1477,8826,4.45981251218765,NA,NA,NA,NA,7.14705882352941,14551
"bethnal green and bow",28," Labour Party","2015","Predominantly Urban",0,125351,125351,11563,21280,9044,5842,4616,9000,6559,10830,2407,4248,1477,8826,4.45981251218765,NA,NA,NA,NA,7.14705882352941,14551
"bethnal green and bow",28," Conservative Party","2015","Predominantly Urban",0,125351,125351,11563,21280,9044,5842,4616,9000,6559,10830,2407,4248,1477,8826,4.45981251218765,NA,NA,NA,NA,7.14705882352941,14551
"bethnal green and bow",28," Green Party","2015","Predominantly Urban",0,125351,125351,11563,21280,9044,5842,4616,9000,6559,10830,2407,4248,1477,8826,4.45981251218765,NA,NA,NA,NA,7.14705882352941,14551
"bethnal green and bow",28," UK Independence Party","2015","Predominantly Urban",0,125351,125351,11563,21280,9044,5842,4616,9000,6559,10830,2407,4248,1477,8826,4.45981251218765,NA,NA,NA,NA,7.14705882352941,14551
"bethnal green and bow",28," Labour Party","2017","Predominantly Urban",0,125351,125351,11563,21280,9044,5842,4616,9000,6559,10830,2407,4248,1477,8826,4.45981251218765,NA,NA,NA,NA,7.14705882352941,14551
"bethnal green and bow",28," Green Party","2019","Predominantly Urban",0,125351,125351,11563,21280,9044,5842,4616,9000,6559,10830,2407,4248,1477,8826,4.45981251218765,NA,NA,NA,NA,7.14705882352941,14551
"bethnal green and bow",28," Labour Party","2019","Predominantly Urban",0,125351,125351,11563,21280,9044,5842,4616,9000,6559,10830,2407,4248,1477,8826,4.45981251218765,NA,NA,NA,NA,7.14705882352941,14551
"bethnal green and bow",28," Conservative Party","2019","Predominantly Urban",0,125351,125351,11563,21280,9044,5842,4616,9000,6559,10830,2407,4248,1477,8826,4.45981251218765,NA,NA,NA,NA,7.14705882352941,14551
"bethnal green and bow",28," Liberal Democrats","2019","Predominantly Urban",0,125351,125351,11563,21280,9044,5842,4616,9000,6559,10830,2407,4248,1477,8826,4.45981251218765,NA,NA,NA,NA,7.14705882352941,14551
"bassetlaw",43," Conservative Party","2010","Predominantly Rural",38533,65275,103808,5571,14251,8658,6642,7062,13802,12163,2700,1197,908,184,934,15.2703073937534,0.112,0.505,0.044,0.339,2.83333333333333,2026
"bassetlaw",43," Liberal Democrats","2010","Predominantly Rural",38533,65275,103808,5571,14251,8658,6642,7062,13802,12163,2700,1197,908,184,934,15.2703073937534,0.112,0.505,0.044,0.339,2.83333333333333,2026
"bassetlaw",43," Labour Party","2010","Predominantly Rural",38533,65275,103808,5571,14251,8658,6642,7062,13802,12163,2700,1197,908,184,934,15.2703073937534,0.112,0.505,0.044,0.339,2.83333333333333,2026
"bassetlaw",43," Green Party","2015","Predominantly Rural",38533,65275,103808,5571,14251,8658,6642,7062,13802,12163,2700,1197,908,184,934,15.2703073937534,0.027,0.486,0.18,0.307,2.83333333333333,2026
"bassetlaw",43," Labour Party","2017","Predominantly Rural",38533,65275,103808,5571,14251,8658,6642,7062,13802,12163,2700,1197,908,184,934,15.2703073937534,0.022,0.526,0.019,0.433,2.83333333333333,2026
"bristol east",36," Green Party","2010","Predominantly Urban",0,95368,95368,5734,13614,10076,5886,5150,11438,8634,2470,1122,1759,376,1998,14.0899127352598,0.244,0.366,0.107,0.283,7.4,4133
"bristol east",36," Liberal Democrats","2019","Predominantly Urban",0,95368,95368,5734,13614,10076,5886,5150,11438,8634,2470,1122,1759,376,1998,14.0899127352598,0.068,0.531,0.076,0.324,7.4,4133
"bristol east",36," Conservative Party","2019","Predominantly Urban",0,95368,95368,5734,13614,10076,5886,5150,11438,8634,2470,1122,1759,376,1998,14.0899127352598,0.068,0.531,0.076,0.324,7.4,4133
"bristol east",36," Labour Party","2019","Predominantly Urban",0,95368,95368,5734,13614,10076,5886,5150,11438,8634,2470,1122,1759,376,1998,14.0899127352598,0.068,0.531,0.076,0.324,7.4,4133
"beverley and holderness",46," Labour Party","2010","Predominantly Rural",56727,43021,99748,7136,17230,10063,7912,6039,10387,7907,1489,1012,1019,197,1044,NA,NA,NA,NA,NA,2.46666666666667,2260
"beverley and holderness",46," Conservative Party","2010","Predominantly Rural",56727,43021,99748,7136,17230,10063,7912,6039,10387,7907,1489,1012,1019,197,1044,NA,NA,NA,NA,NA,2.46666666666667,2260
"beverley and holderness",46," Green Party","2010","Predominantly Rural",56727,43021,99748,7136,17230,10063,7912,6039,10387,7907,1489,1012,1019,197,1044,NA,NA,NA,NA,NA,2.46666666666667,2260
"beverley and holderness",46," Liberal Democrats","2010","Predominantly Rural",56727,43021,99748,7136,17230,10063,7912,6039,10387,7907,1489,1012,1019,197,1044,NA,NA,NA,NA,NA,2.46666666666667,2260
"beverley and holderness",46," Labour Party","2015","Predominantly Rural",56727,43021,99748,7136,17230,10063,7912,6039,10387,7907,1489,1012,1019,197,1044,NA,NA,NA,NA,NA,2.46666666666667,2260
"beverley and holderness",46," Liberal Democrats","2015","Predominantly Rural",56727,43021,99748,7136,17230,10063,7912,6039,10387,7907,1489,1012,1019,197,1044,NA,NA,NA,NA,NA,2.46666666666667,2260
"beverley and holderness",46," Conservative Party","2015","Predominantly Rural",56727,43021,99748,7136,17230,10063,7912,6039,10387,7907,1489,1012,1019,197,1044,NA,NA,NA,NA,NA,2.46666666666667,2260
"beverley and holderness",46," Green Party","2015","Predominantly Rural",56727,43021,99748,7136,17230,10063,7912,6039,10387,7907,1489,1012,1019,197,1044,NA,NA,NA,NA,NA,2.46666666666667,2260
"bath",36," Liberal Democrats","2010","Predominantly Urban",576,88283,88859,9303,15021,6379,5382,3198,6835,4748,1171,715,3371,837,9404,14.0899127352598,0.566,0.069,0.051,0.314,5.36842105263158,13612
"bath",36," Conservative Party","2010","Predominantly Urban",576,88283,88859,9303,15021,6379,5382,3198,6835,4748,1171,715,3371,837,9404,14.0899127352598,0.566,0.069,0.051,0.314,5.36842105263158,13612
"bath",36," Labour Party","2010","Predominantly Urban",576,88283,88859,9303,15021,6379,5382,3198,6835,4748,1171,715,3371,837,9404,14.0899127352598,0.566,0.069,0.051,0.314,5.36842105263158,13612
"bath",36," Green Party","2010","Predominantly Urban",576,88283,88859,9303,15021,6379,5382,3198,6835,4748,1171,715,3371,837,9404,14.0899127352598,0.566,0.069,0.051,0.314,5.36842105263158,13612
"bath",36," Liberal Democrats","2015","Predominantly Urban",576,88283,88859,9303,15021,6379,5382,3198,6835,4748,1171,715,3371,837,9404,14.0899127352598,0.297,0.132,0.193,0.378,5.36842105263158,13612
"bath",36," Labour Party","2015","Predominantly Urban",576,88283,88859,9303,15021,6379,5382,3198,6835,4748,1171,715,3371,837,9404,14.0899127352598,0.297,0.132,0.193,0.378,5.36842105263158,13612
"bath",36," Green Party","2015","Predominantly Urban",576,88283,88859,9303,15021,6379,5382,3198,6835,4748,1171,715,3371,837,9404,14.0899127352598,0.297,0.132,0.193,0.378,5.36842105263158,13612
"bath",36," Conservative Party","2015","Predominantly Urban",576,88283,88859,9303,15021,6379,5382,3198,6835,4748,1171,715,3371,837,9404,14.0899127352598,0.297,0.132,0.193,0.378,5.36842105263158,13612
"bath",36," UK Independence Party","2015","Predominantly Urban",576,88283,88859,9303,15021,6379,5382,3198,6835,4748,1171,715,3371,837,9404,14.0899127352598,0.297,0.132,0.193,0.378,5.36842105263158,13612
"bath",36," Liberal Democrats","2017","Predominantly Urban",576,88283,88859,9303,15021,6379,5382,3198,6835,4748,1171,715,3371,837,9404,14.0899127352598,0.473,0.147,0.023,0.358,5.36842105263158,13612
"bath",36," Liberal Democrats","2019","Predominantly Urban",576,88283,88859,9303,15021,6379,5382,3198,6835,4748,1171,715,3371,837,9404,14.0899127352598,0.545,0.127,0.019,0.309,5.36842105263158,13612
"bath",36," Conservative Party","2019","Predominantly Urban",576,88283,88859,9303,15021,6379,5382,3198,6835,4748,1171,715,3371,837,9404,14.0899127352598,0.545,0.127,0.019,0.309,5.36842105263158,13612
"bath",36," Labour Party","2019","Predominantly Urban",576,88283,88859,9303,15021,6379,5382,3198,6835,4748,1171,715,3371,837,9404,14.0899127352598,0.545,0.127,0.019,0.309,5.36842105263158,13612
"bristol north west",37," Labour Party","2015","Predominantly Urban",0,100809,100809,9632,14808,8277,4955,4356,10242,8102,2505,1123,1875,402,3490,NA,0.062,0.344,0.154,0.439,2.66666666666667,5767
"bristol north west",37," Conservative Party","2015","Predominantly Urban",0,100809,100809,9632,14808,8277,4955,4356,10242,8102,2505,1123,1875,402,3490,NA,0.062,0.344,0.154,0.439,2.66666666666667,5767
"bristol north west",37," UK Independence Party","2015","Predominantly Urban",0,100809,100809,9632,14808,8277,4955,4356,10242,8102,2505,1123,1875,402,3490,NA,0.062,0.344,0.154,0.439,2.66666666666667,5767
"bristol north west",37," Green Party","2015","Predominantly Urban",0,100809,100809,9632,14808,8277,4955,4356,10242,8102,2505,1123,1875,402,3490,NA,0.062,0.344,0.154,0.439,2.66666666666667,5767
"bristol south",35," Labour Party","2010","Predominantly Urban",0,107365,107365,6762,14962,10898,6076,6079,13263,10971,3083,1420,1280,276,1408,14.0899127352598,0.287,0.384,0.1,0.229,3.38461538461538,2964
"bristol south",35," Conservative Party","2010","Predominantly Urban",0,107365,107365,6762,14962,10898,6076,6079,13263,10971,3083,1420,1280,276,1408,14.0899127352598,0.287,0.384,0.1,0.229,3.38461538461538,2964
"bristol south",35," Green Party","2010","Predominantly Urban",0,107365,107365,6762,14962,10898,6076,6079,13263,10971,3083,1420,1280,276,1408,14.0899127352598,0.287,0.384,0.1,0.229,3.38461538461538,2964
"bristol south",35," Liberal Democrats","2010","Predominantly Urban",0,107365,107365,6762,14962,10898,6076,6079,13263,10971,3083,1420,1280,276,1408,14.0899127352598,0.287,0.384,0.1,0.229,3.38461538461538,2964
"bristol south",35," UK Independence Party","2015","Predominantly Urban",0,107365,107365,6762,14962,10898,6076,6079,13263,10971,3083,1420,1280,276,1408,14.0899127352598,0.087,0.384,0.286,0.243,3.38461538461538,2964
"bristol south",35," Conservative Party","2015","Predominantly Urban",0,107365,107365,6762,14962,10898,6076,6079,13263,10971,3083,1420,1280,276,1408,14.0899127352598,0.087,0.384,0.286,0.243,3.38461538461538,2964
"bristol south",35," Green Party","2015","Predominantly Urban",0,107365,107365,6762,14962,10898,6076,6079,13263,10971,3083,1420,1280,276,1408,14.0899127352598,0.087,0.384,0.286,0.243,3.38461538461538,2964
